asin,review_count,avg_rating,negative_count,positive_count,combined_text,negative_ratio,cluster
B002FU5QM0,3,5.0,0,3,"great speakers,  they are just as good for games and music Everything you need is in the box. Setup is quick and easy. Took about ten minutes to unpack and position the speakers to my liking. I plugged the 3.5 mic jack into my TV. Did have to wiggle it a bit to get a good connection. Turned the speaker volume up and adjusted the bass response on the subwoofer to my liking. I learned that the sound becomes clearer and louder when the bass is turned down instead of up. Everything sounds very good to my ears and I can easily adjust the volume with the TV's remote. I will be ordering a second set of these speakers for use with my iMac. Great speakers, great sound.  I highly recommend.  Logitech is the best.",0.0,2
B002HWRZ2K,5,2.2,3,2,"It's fine for some one who doesn't like to thump...  The sub puts out little bass and speaker are for highs only..  Local pawn shop gave me 15 bucks after the kids poured yogart in the sub port Pros = cheap, easy to set up, headphone jack and volume button.<br />Cons = The thing that has the volume button on it is cheap piece of crap.<br />It must have been damaged somehow, I have to press the button in a certain way or else I will only hear sound out of one of the channels. Nothing's wrong with the speakers, so the whole thing is broken because of this button. I bought the combo with the Bluetooth adapter.<br />The bt has a nice wide range and fast connection time.<br />The speakers are loud and the base is well balanced for the satellites.<br />The ability to turn them on and off along with the volume control is very handy. These are a nice addition to my shop. I ordered this speaker set online as a replacement for an old Logitech set that I had and I really miss my old one. :( The sound on this one is just okay, but sadly there are no knobs on it to control the bass and the trebel separately so you cannot get great sound or bass for parties etc like I could with my last model. It also means you're stuck with bass if your roommates want to sleep which has cut down my music listening time quite a bit. The remote control is handy but only has on/off and volume features which is disappointing because I thought the ability to change bass and trebel would be there as well. Last but not least, I hate the way the remote is attached to the speakers. It has a Y shaped cord so it constantly gets wrapped up in my mouse cord or power cord to my lap top. It is a fairly inflexible cord so it is constantly in the way. The sound is quality and I like Logitech speakers but I would definitely recommend ordering the version with the ability to control the subwoofer independently. Package arrived as expected.  Speakers are great but the woofer emits a low humming noise as soon as it was plugged in and noise continues throughout usage.",0.6,0
B003CP0OT2,4,5.0,0,4,"These are small but very clear. Easy to replace my 7 year old JBL computer speakers. Same simple plugs. Logitech, THANK YOU for this great product! Having always had poor speakers for my PC -- until now -- I never realized what great sound could be delivered! All I can say is Wow! I am very impressed by the facts that these speakers are inexpensive, but clearly well-made, and the sound is pure and powerful. Two thumbs up! For the price of the speaker these work well. They are made in china as expected, but still feel well made. These are simple only three wires power, 3.5mm , and the wire joining the two speakers. They are simple to operate with only a volume level control, and are great for the YouTube watcher or some moderate level music. You won't get the same bass out of these as you would with a 2.1 channel sound system, but that is expected. I like Logitech speakers because in my experience they tend to stand behind their product. I had another set of speakers from them that went bad, and after a few questions they sent me a new unit without requiring an RMA for the old ones. Overall if you need a set of basic speakers these are great and reasonably priced. These are great speakers, smaller than the logitech they replaced, and have just as much volume if not more.",0.0,2
B003EM2WAW,3,5.0,0,3,"At this great price, I always keep a couple of extra sets in my purse for when my kids lose or break their earbuds. The sound is quite good. These are the only earbuds that actually fit in my ear comfortably and don't fall out when I move my head.<br />I still like the kind that have a behind the ear clip if I run but it isn't convenient if you are taking them on and off alot.  These are perfect inexpensive earbuds for everyday use. Fun colors too! New favorite headphones!  Absolutely love them.. fit in ears great. Best headphones I've bought in the last year. No more searching!",0.0,3
B003EM8008,9,4.222222222222222,1,8,"Great value for the money.  The buds go right up behind your tragus really blocking any extra sound.  For those of us with a tragus piercing, it does work fine, but my earring starts to ache after maybe 45 minutes.  But it does not slip out even with the tragus stud.  The wire seemed like poorer quality than I was anticipating--thicker and flat rather than thin and roundish like the more current models--but that is more of a style critique than one of functionality.  The headphones have worked well for the few weeks that I have been using it.  If you're looking for something that will stay in your ear and block out all other sound, producing high sound quality, this is a great model to get, especially for the price. Only reason I wouldn't give these 5 stars is the input end?(not sure what it's called) The input portion that you would put into the phone is &#34;L&#34; shaped versus &#34;l&#34;. I have to buy a new phone case so that I can use the headphones with the case on. Other than that, these headphones are fantastic! Crystal clear sound with minimal volume, and I don't even mind that they are in-ear. They are headphones that perform very poorly with regards to other headphones I have purchased from Amazon. These earbuds have great sound, they fit in my ear comfortably and don't come out unless I want them to.  Great value for the price I paid.  I have paid over twice as much for similar earbuds and these sound way better. Good headphones for what I need them for, which is the gym. Reasonably priced too. Let me start off by saying that I have used many, many different earbuds and headphones over the years, and these are by FAR the best bang for my buck in terms of quality, durability, and comfort. I've always managed to land jobs where I'm able to listen to audio content throughout my workday, and have consequently spent most of my working hours with at least one earbud tucked into my ears.<br /><br />I thread these down to my pocket where they are plugged into my iPod full time. No matter how much running, walking, lifting, jumping or moving around I do (and I work as a package delivery guy, which means hundreds of movements and ten miles of walking a day), these things take ages to wear out. Under normal use, I'm sure they'd never need replacing unless you managed to blow out the speaker somehow, or cause blatant damage to them. They don't cut in and out from wear on the jack end or on the headphone ends like some other earbuds, which will give way after being cranked around a bit.<br /><br />Next, I have to address the comfort of the ergonomically shaped buds themselves. They are formed to fit into ear, with the speaker being offset from the center of the housing. On others, such as the classic white Apple earbuds, the round shape causes me some discomfort and soreness after hours of wear. But these are just fantastic. I wear them for up to 11 hours at a time with no discomfort whatsoever.<br /><br />Finally, the sound quality. While an audiophile purist will say that they probably don't meet the highest standards in the land, they do a pretty good job. They stand up to much more expensive earbuds, and if you use the proper sized adapter for your ear (three sizes included), the speaker isolates sound very well, so you don't even need any noise-canceling feature. I wear them while driving a diesel truck with the doors open driving down the freeway, and I can hear every word of the audiobook I'm listening to. The treble is good. The bass is excellent for such an inexpensive earbud. And the overall sound quality is going to put other in-ear buds to shame.<br /><br />For less than ten bucks, there is no better ear bud out there. I've owned three pairs over the last two years, and I would only have needed one if I didn't abuse them so much with daily use and extreme wear. If you want to try these, but would like to keep a microphone feature for hands-free calls, you can get some identical to these with in-line microphone in the Panasonic RPTCM125K model. I got these are my on the gone headphones. They work great Good headphones for my tween son. He likes them. Says they fit well and are comfortable to wear. Now if he can just keep up with them! These earbuds last for pretty long. I am pretty impressed. I think the price is reasonable for the quality",0.1111111111111111,3
B003NR57BY,3,4.333333333333333,0,3,"Not much you can say about a mouse except that it works as it's expected.  This one feels good in the hand and has a scroll wheel and forward and back buttons, and the battery life is phenomenal.  It will run forever on a couple AA batteries.  I have three of these now.  Also, the wireless receiver is small enough it doesn't protrude from the computer or laptop far enough to get bumped off or broken accidentally. I work full-time from home and have been using this same Logitech mouse for years. When it’s time for a replacement, I do look to see what other options are out there…but I just keep coming back to this one.<br /><br />It’s comfortable in my hand and responds well to my touch. The only reason I need to replace it is because I often eat at my desk and sometimes that’s hard on a mouse. Also, when you consider how much time we spend using a mouse, the surface is just bound to wear down.<br /><br />I like the size…I have tried the mini versions but that size isn’t practical for me working all day at a computer.<br /><br />I probably don’t use all the features…just the wheel and left/right clicks. It rolls nicely and the battery life lasts quite a while. I like the little green light on the top to tell me it still has a charge.<br /><br />I use a basic mouse pad with a built-in wrist rest and my hand and arm do not feel any strain. The rubberized grip really helps me hold onto it comfortably.<br /><br />I have seen this mouse in other patterns but I stick with this dark gray version. I have a black desk and I would just prefer to keep everything monochromatic, since my office is in my home.<br /><br />Definitely plug and play once you put in the USB receiver.<br /><br />I think this is a quality item for the price and I will continue to purchase, as needed. I highly recommend its reliability. It's comfortable for my medium sized lady hands (I can rest my hand on the mouse) and I love the features (scroll wheel, forward and back buttons), but like others have said the scrolling is choppy. You have to really focus it to get it on an window close button for example. That said, it's my best choice for a Logitech unifying receiver mouse. The M325 worked very well but was too small for my hand.<br /><br />I just wish it worked as well as my Logitech MediaPlay mouse I bought a decade ago. Unfortunately that has a giant USB receiver and I work on a Macbook with only two USB ports and also use a wireless keyboard.<br /><br />Ugh, no perfect solution for me.",0.0,1
B003VAK1I2,3,5.0,0,3,"Got this speaker (Logitech USB Laptop Speaker Z305) for my Mac to amp up the sound during movies ... and just love it.  It attaches super easily, has great sound, easy-access on/off, and volume controls on the speaker which are readily accessible while it's on the pc.  Highly recommend.  Please note that I purchased this in 2011 when the price was $39.99 (just noticed Dec 29, 2012 price is now over $100!) I bought these speakers a few years ago for a laptop I had that only had 1 little speaker built into it and this speaker has worked great even now as I have them hooked up to the store laptop were I work. I only paid $45 brand new from an online source ( not sure now who it was it was so long ago ) but I can say that they still look like I just bought them and pulled them from the package. I don't understand how these can be listed and sold for $289.99 when they are only worth at best $45 which even when I bought them for $45 I thought they were a tad bit overpriced then but for the extreme price I found them for now is just a total rip off cause even though they sound pretty good for a little speaker set they are no where near worth $289.99. For that price I would buy an entire 6.1 surround system and hook my laptop to it, OH! I already did that for $150 and I still use these and only paid $45 when I bought them a few years ago. My laptop built-in speakers are totally inadequate, so based on customer reviews for this speaker, I purchased it for my computer.  ""Easy"" to install is just that - even I could do it! Clip the speaker to the top of the screen, plug the USB into a port on your computer, and listen!  Speaker quality is terrific, a great range for loudness, and the sound is extremely clear.  It was a great buy!",0.0,2
B003VANOFY,3,2.3333333333333335,2,1,"I have had this pair of headphones for over 2 years now with very minimal problems. Sometimes it will stop working, especially if our Roku is on in the other room. Recently the material covering the styrofoam ear pads wore off and the microphone somehow snapped in half so I am ordering another pair. When i first got these i was living out in the woods in a very rural area and i gave them 5 stars. The sound quality of both the headphones and Mic are beautiful, the surround sound is mind-blowing, and i loved being able to walk around my house listening to stuff without bothering my family.<br /><br />I have moved into an apartment complex recently and these are now a useless decoration. whenever I try to use them there is so much interference that it causes the connection to the wireless usb to cut out all the time, to the point they are unusable. it comes with a nice long cord to charge it, but even plugged in it only sends data wirelessly, so they are fully powered and unable to maintain a connection.<br /><br />amazing headset, but with this crippling flaw they are useless in dense population areas. MY HISTORY WITH THIS PRODUCT:<br />I've owned this headset for almost a full year. Technically, I've had two of them, since the boom mic snapped off the first one and had it replaced. I use these every day, for multiple hours and a variety of uses (VoIP calls, gaming, music, and movies).<br /><br />PROS:<br />The audio quality, when it is working, is good. The bass in 7.1 mode is great, and the overall surround sound is pretty convincing. They are comfortable and rechargeable via USB.<br /><br />CONS:<br />The biggest problem here is the wireless connection. Both headsets I owned suffered from this same problem - they would frequently just restart or lose the signal and reconnect. The process takes about 3-5 seconds each time, and sometimes you get multiple restarts in a row. It doesn't sound too bad until it happens when you're watching a movie and you have to quickly pause or rewind a bit because you suddenly couldn't hear anything they were saying (which also completely pulls you out of the movie), or when it drops out in the middle of a phone conversation, or drops out at the worst possible moment in a game... It happens probably two dozen times a day, if not more. At first, I didn't care too much about it, but the first time you have it drop out 3 times in a matter of a single minute, it's simply maddening. Imagine going randomly deaf for several seconds throughout every day of your life, and you'll get a sense of what it's like.<br /><br />If I could simply plug the cable in and it would use the USB cable to transmit the audio instead of wireless, that would be perfect, but when it's plugged in, it simply charges the internal battery - you still get audio interruptions all the time. The interruptions will also reset the ""mute"" status on the mic, which can be troublesome if you're intentionally muted on a conference call and suddenly your mic is on and people hear you eating lunch.<br /><br />Second problem is that the power button is a bit flaky. If the headset is plugged in via USB and powered off, sometimes it will not power on unless you unplug the headset and THEN power it on (and then you can plug it back in to continue charging). I thought it was a defect in my first headset until the same thing happened with the second one.<br /><br />A minor third problem is that the boom mic is a little flimsy on the construction. I am careful with my toys, but it still cracked and finally snapped off one day when I was lowering the mic to use it, and that was only a few months into owning it.<br /><br />OVERALL:<br />If they would fix the wireless, I would rate this 4 stars in a heartbeat. If they fixed the power button, it would go up to 5. That said, the G35 seems to be the G930 but wired, and cheaper. The number of times that I've wanted to really make good use of the wireless (go to another room and keep the audio going) is far less frequent than the dozens upon dozens of times that the audio cuts out, so it's just an unacceptable point for me, since that is what this headset is about.",0.6666666666666666,3
B004K09H32,3,4.0,0,3,"This is a combined review of two of the lowest cost “Active Noise Cancelling” earbuds on Amazon:<br />[[ASIN:B004K09H32 Audio-Technica ATH-ANC23 QuietPoint Active Noise-Cancelling In-Ear Headphones]]<br />[[ASIN:B00SA5JCWO Egghead 1010 - Active Noise Cancelling Earbuds with Travel Pouch]]<br /><br />PRICE<br />The price difference as of May, 2015 was $14 with Audio-Technica being the more expensive unit.<br /><br />IN THE BOX<br />Both products contain:<br />--Earbuds<br />--Multiple silicone earbud cups<br />--Airline headset adapter<br />--Carrying Pouch<br /><br />Audio-Technica contains in addition:<br />--Battery<br />--Pair of foam earbud cups.  Not memory foam, just normal foam.  I have not tried these.<br /><br />Egghead:<br />--Mute button:  In addition to the ANC on/off switch, Egghead has a nice mute button that turns off Noise Cancellation while it is pressed down.<br /><br />SOUND QUALITY<br />I am not an audiophile so the sound from both headsets were good to me but the difference comes when you factor in the fit of the earbuds.<br /><br />FIT<br />Both sets sit deeply in your ear and from pictures of both products, you will see that beyond the earbud, they have a circular piece before the actual connection to the wires.<br />--Egghead:  The earbuds are attached straight to the circular piece so the fit is actually straight out away from your ears.<br />--Audio-Technica:  The earbuds are angled forward so the circular piece actually serves as an anchor that sits nicely in your ear lobe and further cuts out outside noise.  The additional foam earbud cup may make the difference for some people when it comes to a comfortable fit.<br />--Kids:  I purchased these for a trip that the family will take.  The kids usually have a hard time with normal earbuds not fitting in very well but they were able to keep the Audio-Technica earbuds in using the smallest earbud cups.  The kids are 6 and 9.<br /><br />NOISE REDUCTION<br />Here is the main event.  I want to make a few points about Active Noise Cancelling:  --Noise cancellation filters are designed to cancel out lower pitched, repeating noises like airplane engine rotors and car tires on a road, but it will not cancel out high or mid-range sounds like human voice.  The same engine rotor and road noise also contain components of higher pitched sounds so NC filters will not cut out the noise completely.<br />--Using Noise Cancellation often feels like being underwater with your ears popping.  It is a discomfort that you would have to get used to.  The greater the cancellation effect, the greater the discomfort.  Be prepared for this if you haven’t used NC before.<br />--ANC only works IF the inverted noise wave can overpower the noise coming in.  If you are using a lawn mower and the noise it makes overpowers the “anti noise” because you’re standing right in back of the motor, you will not hear a big difference in the Noise Reduction effects.<br /><br />Ok, so on with it.  The Audio-Technica claims to reduce 90% of noise.  I don’t have anything to confirm the claim but if we assume the Audio-Technica(AT) to be at 90%, my own assessment of the Egghead’s (Egg) noise reduction effects would be around 50-60%.<br /><br />--Computer Fan Noise:  Egg reduces the noise to slightly audible but you’d need to use toggle the mute button on it to really tell.  AT completely removes the noise.<br />--Clothes Dryer:  Egg takes the “edge” off the noise produced.  You can still hear most of the noise standing about 3 feet away from the dryer.  AT takes the bass tones completely out of the noise while leaving the higher pitched metal friction and buttons hitting the tumbler noise.  In effect, with the AT, standing only 3 feet away, it sounds like you are actually 20 feet away.<br /><br />So in conclusion, you have probably guessed that I think the additional cost of the Audio-Technicas are worth it.  In addition to the benefits mentioned above, I have recently been able to get a great deal on a pair of [[ASIN:B00UETOW4C Harmon/Kardon SOHO II NC]] on ebay.  The noise reduction effects of the Audio-Technicas equal or maybe even exceeds those of the Harmon/Kardons. You get two types of noise cancelling with this. First, there's some noise blocking just from having these stuck in your ears. Then the active noise cancelling works quite well. But you have to have them stuck in your ears really firmly, which isn't too easy for me. I suppose it all depends on the shape of your ears. You get several sets of tips, but none of them seem to fit me quite right.<br /><br />The active noise cancelling works better than I expected. It does a better job with low rumbles, like aircraft noise. It's not so good with voices, but it does give you a little bit of reduction there too. I use them in my office, in a somewhat busy environment.<br /><br />The sound quality is very pleasing, but it doesn't have the sparkling highs or very deep lows that you get with more expensive earphones or earbuds. Nevertheless, the sound is smooth and well balanced, so it's comfortable to listen to.<br /><br />For the price, I'm pretty happy. The earbuds are very large, if you have small ears. The other issue is that the callers I spoke to reported a lot of background noise, even with the noise cancellation turned on.",0.0,3
B004OVECU0,3,3.0,1,2,"I have a 60&#34; LG webOS 4K UHD TV, a Samsung soundbar, a Sony Blu ray player, and a DirectTV cable box. I'm not a gamer, but I use Netflix, Amazon Prime, Hulu, etc. a LOT.<br /><br />I didn't find this Logitech Harmony remote to be even remotely (pardon the pun) sophisticated enough to handle the series of commands required to change inputs. (I never did find a way to add and name an HDMI 2 input based on the downloadable set up instructions.)  Logitech's hardware setup interface is attractive enough, but I didn't find it particularly user-friendly or adequately interactive.  Once I had the remote set up, I realized that one has to start from ALL COMPONENTS OFF (including the cable box) to move through the various commands to get to the activity intended ...and, as I said, even that won't take you all the way through without grabbing the old remote.  No point for the universal remote then, is there?  Returning this item for a refund.  Keep trying Logitech. I was concerned about programmability of these high end remotes but I found with Logitech's software, this remote was a snap to program using the software. One touch functions turns on all three devices perfectly. The only complaint I could say is there is a small delay of button reaction time compared to OEM remotes so I have to press the up or down buttons and wait a second for it to catch up while scrolling through my DVR selections. Usually leads to overshooting my choice. Other than that, it fully replaces three remotes including a Vizio soundbar which didn't work with any other programmable universal remote. Very happy with my purchase. No issues with battery life. Just go through all the options in the software to customize it the way you wish including how long the remote stays lit up. It's pretty sweet that the remote lights up when you move it. No more looking for the button! Unfortunately it won't control my Amazon Fire TV stick, which has a newer bluetooth or WiFi interface.<br /><br />The evolving consumer device space complicates the universal remote scene.  While remote this may be adequate or good for people who only have IR remote controlled devices, IR (Infrared) alone is not good enough to cover the gamut of newer media devices. So I returned it. If I get a remote I will end up paying more for one that covers more devices. Unfortunately the 'ideal' solutions in this space aren't still completely mature yet, and the really good ones push up between $200-$300. And my requirement is to have two remote controls even if I have one that is a central hub.",0.3333333333333333,2
