asin,rating,text,sentiment_label,predicted_label
B004NBL9WK,5.0,"This device is a WiFi repeater. That means that it picks up your existing WiFi signal and rebroadcasts it to extend the reach of your network.<br /><br />I got this (and the [[ASIN:B004WPUHXO Amped Wireless High Power Outdoor 14dBi Directional WiFi Antenna Kit (AD14EX)]]) to extend my wireless network to my workshop, at the back of the yard, about 250 feet from the house. This is far enough away that I don't get even the smallest amount of the WiFi signal from the house. I wanted to watch TV while I work, and I also needed to be able to use a phone there. I could run Cat-5e wiring underground, but that would require digging a trench across the yard, and also running the Ethernet cable from the router inside the house to a demarcation point at the exterior of the house, which would be quite a bit of work. Using this repeater and antenna--two pairs of them, actually, the pair in the house and the other pair in the workshop--I'm able to get a very strong and fast network link in the workshop.<br /><br />It's incredibly easy to set up. The antenna is designed to be mounted outdoors, and they recommend using 25 feet of [[ASIN:B004WW5WAA Amped Wireless Premium Outdoor 25ft Antenna Extension Cable (APC25EX)]] to connect the antenna to the Smart Repeater. Instead, I connected the Smart Repeater directly to the antenna with the short cable that comes with the antenna, and both are sitting in a closet at the edge of the house. In the workshop, I have the Smart Repeater and antenna sitting on a shelf above my desk. I would probably get an even better signal if I mounted the antennas outside, but it works just fine for me with the antennas inside. In the workshop, I aimed the second antenna in the general direction of the one in the house, and it works great. There are a few trees between the buildings, and the signal still gets through.<br /><br />You use a Web browser to set up the Smart Repeater, and it's incredibly easy. It automatically scans to find your existing wireless network, and then lets you choose a name for the new wireless network that connects to the first. It took me about 6 minutes to set up, including 3 minutes for the device to reboot after configuration.<br /><br />Without doing anything to really optimize things, I'm getting 2.5 Mbps downlink, and about half that uplink. This is slower than my router's upstream connection, but it works just fine. For comparison, when I'm in the house connected directly to my WiFi router, I get 19 Mbps downlink, and 1 Mbps uplink. So I'm getting much less speed downlink, but all the available uplink bandwidth. I guess I'll go experiment with mounting and aiming the antennas better. But even with the reduced speed, I'm really enjoying having the network and phone in the workshop.",positive,negative
B0BBCW8QJ4,5.0,"These seem like nice headphones<br /><br />They’re simple and easy to use<br /><br />I like the design overall. They seem straightforward to pair, just like any other device.<br /><br />Overall I think they’re nice",positive,positive
B004GX0DEA,4.0,"Well I'm surprised, they work. However depending on how good your output is. It had issues going thru 30ft of cat 5e in 1080 but if you can get it at 480p just add amplifier and keep adjusting while slowly increasing resolution to 720p then 1080i. I also tested it with another piece of equipment and the cheapest cables ever. I made 2 cat 5e patch cables 160 ft long, not even copper, the cheapest cable ever and after adding 5 dollar monoprice amplifier tv works great at 1080i",positive,negative
B01MFESB51,4.0,"This speaker is much larger than expected. We've been using this in the hot tub. We've had water proof speakers before, but never one that could actually be put in the water and float around. We've put it directly in the hot tub and we've put it in the cup holders. What I really like about this is that there is all around sound. You don't have to position it with the speakers facing a certain direction just to hear it. You can hear it from all directions! The sound is pretty good, too. My daughter has used this in the backyard with friends and it was more than adequate. We have found it easier to control the volume with our phones than the actual device, but you can control it from the speaker, too. The light feature is fun at night. Our hot tub light bulb is out and needs to be replaced and this does the job for us. It was easy to pair with our phones. Overall, we are very happy with this new speaker!",positive,positive
B06WWQ7KLV,5.0,Husband needed for some audio purpose and he says it worked as it should.,positive,positive
B09ZKQPN37,4.0,"I CHOSE this model over another because of the supposed built-in Alexa compatibility. You can indeed connect the soundbar to an Echo device *as a regular bluetooth connection*, but the instructions to enable Auto VA (auto virtual assistant mode) via Bluetooth so the soundbar maintains a BT connection with Echo while using other inputs DOESN'T WORK. The instructions say to first connect the soundbar to Echo via BT (✅), and then to press the Bluetooth button for 10 seconds to enable Auto VA (❌). HOWEVER; after five seconds, the soundbar enters Bluetooth pairing mode. I've tried dozens of times, connecting and disconnecting the BT connection with Echo and restarting and resetting the soundbar: NO DICE.<br /><br />It's frustrating because this feature is in the title of the product and is clearly described in the User Manual — and yet it doesn't work at all.<br /><br />I imagine Auto VA via AUX input works okay, but that means I have to move my Echo or get a wicked-long audio cable, neither of which I want to do.<br /><br />However, otherwise the soundbar sounds fine. Not quite as good as the Bose Companion computer speakers I used previously, but whole worlds better than the built in TV speakers. It's just a shame that I have disconnect and reconnect to Alexa so often.",positive,negative
B07C6FHTSH,5.0,Headphones have been great,positive,positive
B00I1K7QWQ,5.0,"Great sound for a small, inexpensive speakerm",positive,positive
B00483WRZ6,1.0,"This was intended to function as a charging hub. I have 2 tablets, 2 headphones, a WiMax Router, an ebook reader, a battery pack, and a smart phone - All of which uses USB to charge. This item wasn't meeting the demands. I am sure it will make a good USB data hub, but nothing else. Don't expect it to power much of anything in turn.",negative,negative
B09R8WTG8B,3.0,"I deducted 2 stars because at this price, this 2022 Sony TV really should be 1080p instead of 720p, there really should be HDMI CEC (Sony calls this Bravia Sync), and because the remote control is way too long. There's a lot of empty space. The remote takes up more space on your table than it has to.<br /><br />The TV is very easy to set up from start to finish. It's a nice-looking TV, and seems of good build quality. If you input a high-quality signal into the HDMI port, you'll be very happy with the picture.<br /><br />The speaker quality on this TV is perfectly fine.",positive,positive
B074WDWVX1,5.0,"it took me a while to find these. I did searches and it wasn't until my husband came across this. I do have bluetooth B&O headphones but they only last for 4 hours. So I use my Westones to listen to my meditation music or my Apple playlist alone. I love that Apple allowed a company to make this because I spent a lot of money on westones for best quality listening. AND I love the ability to charge my phone at the same time. so this little thing is worth the money!<br /><br />Now I know many other companies make a similar thing but I ran into the problem of not compatability and I spend money on 3 different ones. so yes, these Belkins ARE the bomb!",positive,positive
B07TJG2S9H,3.0,"Product description says hot shoe mount but the box says cold shoe mount.  It is a cold shoe mount. Holds my phone securely.  Doesnt fit into my camera hot shoe.  Its 99.99% sturdy plastic.  The clamp is not spring loaded, meaning when you push the button to release the clamp to take the phone out, you have to manually pull the clamp apart.",positive,negative
B077ZNYSVY,4.0,"I got this speaker to replace a mini set that I use in the bathroom. I wanted something waterproof this time. You can clip the speaker to anything you'd like, even a shower curtain. The control buttons are on the top of the speaker. You can adjust the volume, pause, skip, and answer calls. You can pair it with any device via Bluetooth or use the cable that's included. The sound quality is okay for inside. The volume doesn't go up high enough to use it in a more noisy environment. Other than that, it's a decent speaker.<br /><br />Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.",positive,positive
B07XJ8C8F5,3.0,"So I have several large speaker Alexa devices, but due to scalpers, those aren't available currently. So I bought this instead. The sound quality is crackly and awful. It's not very loud either. The sound is very tinny and just sounds bad. Anyway, it was only $20 so I'm not too mad about it.",positive,negative
B00F4BYXMG,2.0,"The two speaker cover arrived, each is constructed of an outer frame and mesh grille; the mesh grille on one of the frames had fallen out due to poor workmanship during the original installation. I had to reinstall the mesh and then melt the plastic anchor to fasten the mesh to the outer frame.",negative,negative
B07TCGZ3DP,5.0,Great little speaker. Price is good and quality is too. Sounds surprisingly good.,positive,positive
B091ZCL7QF,5.0,"Great sound in a compact size party speaker.<br />I like the digital display on the front of the speaker.<br />Plus, the added lighting allows this to light up a room with party atmosphere.<br />The Bluetooth connection is stable with a range of 25 feet from my cell phone.<br />The speaker has some bass, but keep in mind the speaker size is 6.5 inch.<br />Great pool side speaker too.",positive,positive
B09DNV7M1B,4.0,"Even at top volume the noise cancellation on this set of headphones isn’t great. With a name like Microsoft I expected more from the product. Since this is about the best set I’ve found for the money I will be keeping them, but it hasn’t been my best purchase this year.",positive,negative
B07YVYNM3N,5.0,"The  1st thing I noticed about these headphones when I received them (other than the amazing box they came in) are that they are noticeably heavier than my other headphones. I take that as an indication of higher quality speakers.<br /><br />They do sound amazing. I listened to an album I have heard dozens of times before in the car & on earbuds & could hear elements I have never picked up on before. I actually thought I was listening to a different version of the song.  I expected an exaggerated bass like I get with some earbuds but the sound is straightforward.<br /><br />The noise cancelling seems about the same as my much cheaper headphone set but both are very good & make a world of difference on a plane or other noisy situations.  Pairing is practically automatic on Apple devices but it is also easy for my Android phone. I think we have 3 or 4 devices currently paired to this set.<br /><br />The headphones turn on as soon as they are unfolded. This is a cool feature but it means they are always on if they are worn around the neck. The battery lasts a long, long time. One charge played movies & noise cancelling for 7 hours of flying, probably another hour of music plus at least 4 more hours of just noise cancelling because someone forgot to close them until they were down to 2%<br /><br />The volume & play /pause are easily controlled by tapping the right ear cuff. The charge port is the robust Apple lighting cable type which was a surprise to me until my daughter told me that Apple owns the Beats brand.<br /><br />The carry case is much bigger than the folded headset. At first glance it doesn't look thick enough to provide good protection  but pinching the material reveals that it has a thin, soft layer of foam or something inside. The zipper is the waterproof type which is a nice. The case comes with a hang tag & carabiner.<br /><br />The headphones were too tight for my XL head. My ears were sore after long days on airplanes. I extended the cuffs all the way to reduce the tension  which helped a little but made them harder to wear. The ear cuffs are a little smaller than another pair I have & I like the larger cuff because I can move them around a little on the ear for comfort while still getting a good 'seal' on my ear.<br /><br />I ended up giving these to my daughter & she absolutely loves them. She is very is proud to have the Beats brand which isn't so important to me.",positive,positive
B07TQ71H5V,2.0,"EDIT:  Replacement battery went belly-up this June, about 18 months after installation. This was the second one the seller had given me. At least my daughter got a year and a half of use out of it before it stopped charging or turning on. I went to go remove it and oh my goodness, this battery was SWOLLEN. I'm glad I removed it when I did because I know what happens to Li-po batteries if this thing had burst. To be fair, she went away to camp and left it plugged in, so I'm not sure if this would have happened under normal usage. Be careful with your batteries and treat them well.<br />I don't think I can reach out to the seller now for a replacement 1.5 years later, but I wish I could say it lasted longer than that. Original review was 4 stars, reducing it now to 2 because the swollen part is alarming and I shouldn't have to swap batteries every other year like this.<br /><br />ORIGINAL REVIEW BELOW:<br />It seems that the battery I received was not actually the stated capacity, after a few charging cycles is claimed to only have around 79% of it's life remaining. The good news is that the seller is excellent and replaced it ASAP. The new I have is still around 85% capacity, but to be honest for the price I'm happy with it. My old battery was much worse, so this is a major improvement and I can't complain much for the price.<br />If you want something closer to the original battery, you'll have to easily pay twice as much if not more. This is a decent value for what it is, and customer support really stands behind the product.",negative,negative
B093DP48J3,5.0,"Due to the wrong placement, the sound from my speaker is very low and the bluetooth is also intermittent. I tried to solve the problem, and from the product's home page, I found that the side with the buttons on the speaker always faces up, and when facing the buttons, the speaker always hangs on the wall. When the position is adjusted, the sound of the speaker becomes louder, bluetooth has also become very stable. The sound is very clear when playing songs. Love it!",positive,positive
B073RQBYKS,4.0,"I wanted to be able to incorporate the Harmony Hub Extender with Harmony Elite remote into my existing Z-wave network, to control lighting. It was easy enough to pair it with the Hub and download new firmware to it.<br /><br />However, there was quite of bit of trial & error to get it paired with my Qolysys Z-wave panel. Many times it would not pair properly. And the Extender & Hub kept going offline, making it hard to do anything.<br /><br />So I read some advice online and did the following: (1) do a reset to factory defaults for both the Harmony Hub & Extender, (2) swap the power adapter for a fast charger, giving the unit a more robust power supply, (3) made sure Hub was connected on the 2.4 GHz side of my Asus Wi-Fi Lyra mesh system, (4) assigned a static IP address to the Hub, (5) added & removed the Extender several times from the panel and (6) not try to make the Extender a secondary controller of the Z-wave network.<br /><br />Eventually using the mobile Harmony app, the Extender started recognizing all of my devices. I can now reliably control lighting & the thermostat from the remote. It complements the control I have from the panel & the Alarm.com app.<br /><br />Was it worth the effort? Probably not. But got the Harmony Elite, Hub & Extender as refurbished units for half the price of new, so that dampens the frustration some.",positive,negative
B0109FMO9U,3.0,"I bought this stacking kit when I purchased the FiiO E12A Mont Blanc IEM Special Edition Portable Headphone Amp, Titanium so I could connect it to my FiiO X5 High Resolution Music Player (2nd Generation)(Titanium). It is easy to set up, but it sure is ugly once you get it on there. Some of you may like that - I thought it looked kind of cool, like a weird set of custom recording gear or something. But the rubber bands used to hold the headphone amp onto the back of the DAP were strange looking. They also get in the way of the E12A’s USB port, so I would have to scoot the bands out of the way when I needed to get in there. They got in the way of the X5’s volume keys too, but you won’t need to use those if you’re using a headphone amp.<br />I eventually broke the plastic frame on one of the cutaways for the rubber bands when I was trying to put my X5 back in. It’s thin in a few spots, and the plastic cracked. Instead of buying another one, I used some Command Strip Picture Hanging Strips (sort of like velcro, but without the fuzzy strip) to snap them together. It looks neater, and it’s easier to use.",positive,negative
B088TSR6YJ,3.0,Very compact product easy install and video quality is good but the microphone seems to be affected and doesn't get out clearly.,positive,negative
B00N40XALY,5.0,"Great speaker, works awesome as center speaker in 7.1 surround sound setup.",positive,positive
B01IFNZQ16,4.0,"I received this as a free review sample. The reason why I docked it a star is the active tablet window needs improvement (and that could have been one of the stand-out features if properly designed.) Here is the problem: it's the perfect size for an iPad Air 2, but could not accommodate my Tab 2 10.1 inch tablet. It did hold my Samsung Tab Pro 8.4 (even in an Otterbox Defender case). The vinyl window wrinkles and also reduces sensitivity when you interact with your tablet.<br /><br />If the active tablet window is unimportant to you, then the rest of this backpack is a winner. Pairing my phone to the bluetooth speakers was as simple as flipping a switch and scanning for it on my phone's settings. And the speakers are loud with better than expected sound quality. I was pleased with that - some thought went into the speakers.<br /><br />The padding is more than ample for protecting electronics, and there are sufficient pockets for the geekiest geek. What I like, though, is the storage areas are not overly complex. I own a Booq bag that is a storage dream come true, but almost requires a photographic memory to remember were all of the pockets are. This one is designed much simpler, but still efficient and effective.<br /><br />Construction (except for the active tablet window) is first rate. The tablet window is marred by a difficult zipper, whereas all of the other zippers on this bag are sturdier and smooth.  The outer fabric seems tough (I have not had it long enough to make any claims beyond that), and all of the seams are reinforced, straight and tight.<br /><br />It's very comfortable and can be adjusted to evenly distribute the weight of a fully loaded pack.  Considering that the bag itself is somewhat heavy this is a major plus for me.<br /><br />I do want to note one thing about the backup battery: it is rated at (and stores) the full 4000mAh. However, like all batteries using this one's technology it's only 70% efficient, so expect about 2800mAh of usable capacity. That is not a flaw in this bag, but a reality that I wanted to point out so your expectations are properly set.<br /><br />Overall, this is a well made bag with some innovative features (battery back-up and bluetooth speakers). If the active tablet window is not an important feature it's definitely worth considering. This one will be replacing my Booq because the storage is there without the complexity.",positive,positive
B00OOEMLEG,5.0,"I am not going to repeat the product description, which is complete with regard to basic specifications and what this package contains. I am going to confine my review to personal observations and actual use of this camera. Note two things: I received this as a review sample, and I have not extensively used this camera. Thus far I have been using it for approximately a week, which is sufficient for basic functions, but not for long term reliability.<br /><br />This is a complete solution, down to an 8GB SD card and a pair of batteries that are included in the package. The main limitation with this camera is you will get about an hour of use for every three hours of charging. That is not bad for extreme type videos for which this camera was designed, but do understand up front that this is not going to replace a DVR or even your phone's video camera capabilities (depending on your phone) for regular video capture. Again, this is not designed as a general purpose video camera so I do not view that limitation as a detriment.<br /><br />The 8GB card that ships with this camera holds an hour of video at full 1080P 30FPS resolution. The camera will accommodate up to 32GB SD cards, and if you have an external battery pack like a [[ASIN:B00KX2DUU2 Lumsing® 4000mAh Ultrathin Portable Power Bank External Battery Pack Backup]] you can, in fact, capture up to four hours of video.  Using an external battery pack is probably not a good idea when trying to mount this for extreme sports videos, but will allow you to use this camera for more general purpose uses.<br /><br />One feature that I particularly like is the fact that this uses a regular micro USB connection for charging and transfer. I have a few cameras that use barrel connectors and they limit your charging options, so this use of standard cables is a plus.<br /><br />Note that his this camera has no options other than MOV files for video. I had no problems with that format on my Windows XP laptop and it's fairly common with both Microsoft and Apple environments, but not all applications that run on those platforms.<br /><br />Another feature that I especially like is this camera comes with just about every conceivable attachment that you can think of. If you are directly comparing this to a GoPro the value proposition of this package is apparent. I am not saying that this is better than a GoPro because that camera has become something of a standard, and also I do not have enough direct experience with that camera to make a valid comparison. What I am saying is if this camera will meet all of your needs and/or if you have a set budget this one offers more value. The real decision, though, is yours.<br /><br />Overall, I am very pleased with this camera and the video quality. It's reasonably easy to operate and is versatile for the uses for which it was designed. While I cannot credibly compare this to the GoPro I can compare it to the [[ASIN:B00NEYHIHM Polaroid POLC3 Cube HD Digital Video Action Camera Camcorder]], which I do own, and between the two this one is hands down the better choice. In the class of value-priced action cameras this one gets a solid five stars from be for both performance and value.",positive,negative
B001EYU3L2,4.0,"My husband and I bought two sets of these three years ago from Circuit City during their going out of business sale. We both travel quite a bit and were in need of decent headphones for longer flights (let's face it, the ear buds provided by the airlines just don't cut it). My husband accidentally left his set, in their pouch, in the seat back pocket on a flight last year and was in need of a replacement set for our trip to Germany last week. I was amazed by the price when I came onto Amazon to check - $29.99 was a steal compared to the $80 we spent a few years back! This headset is not the top of the line, but it is effective in canceling out the low aircraft drawl while in-flight. (They are also quite nice when you need to drown out the crying child in 23F. ;)) The battery life is remarkable. I have had to change the battery on my set only twice in the three years I've owned it. The only complaint that I have, which results in the four star rating instead of five, is that after wearing the set for a few hours (i.e., Amsterdam to Houston, TX), my ears begin to ache on the outside. It is almost like the headset becomes to tight over longer periods of time. I tend not to wear earrings on airplanes, so I can rule out the possibility of pinching. Other than that slight achy feeling, these are wonderful for the casual traveler and the price simply cannot be beat!",positive,positive
B081RBY5B6,5.0,"These really work well for us on our twelve acre farm.  With people working on various projects, it’s great to hand everybody a walkie talkie and keep track of where they are, how it’s going - and calling them in for meals!  It’s been nearly impossible to get the attention of my grandson when he’s on the tractor - but now, no problem!  These would be a great choice for a large group going camping - every child should be taught how to use one and keep one with them whenever they are away from the group.  Great for safety!  Quality walkie-talkies - all are working!",positive,positive
B00ECZFDR4,5.0,"my logitech wireless mouse refused to right click to copy and paste, so I found this one to replace it. plugged in the usb nano receiver and put a battery in it, turned it on and it started working immediately. no drivers to install, no shut downs, nothing. how much easier can that be?",positive,negative
B07G5BH7NC,3.0,"This is an attractive keyboard and functions mostly well. However, it doesn’t connect as immediately to Bluetooth as others I’ve had. I have to keep hitting a key for it to eventually connect. The worst thing about it, is that the bumpers at the bottom of the keyboard are exactly where I rest my wrists to type and are quite uncomfortable. For that reason alone, I would not buy this item again.",positive,negative
B018E0I01I,2.0,"*UPDATED REVIEW*<br /><br />A seller replaced a different defective FM transmitter unit with this one for me (mine has the Kollea brand name on it, but this is the identical unit, private-labeled). This is a better product than what it replaced, but is not without it's flaws. I have three (*UPDATE: now four, and the fourth one is a deal-breaker--see below) complaints with this unit:<br /><br />1) It will not automatically reconnect to my phone about 75% of the time. I have to manually shut Bluetooth off and turn it back on on the phone, sometimes a few times before it pairs successfully. This is a hassle--a PITA. Every time I get in the car, I have to go through this process--every time power is cut from the transmitter, actually, so if your passenger knocks it and it pops out of the 12V socket, it will have to be re-paired, which is supposed to happen automatically, but does not, and you then have to go through the process. Frustrating.<br /><br />2) Charge output is only 1.0A. this is why I returned the first one--phone gives a &quot;slow charging&quot; warning when charging from this unit, regardless of what USB cable I use (I tried four different cables, all of which I know for certain can carry 2.1A).<br /><br />3) Callers have occasionally complained they cannot hear me well when using this unit, and I occasionally (but not often) encounter FM interference. I believe Bluetooth itself is part of the problem, and anyone who has used a few Bluetooth headsets or units like this knows audio quality is terrible. Period. We just deal with it. Add to that the burden of having to transmit your signal via FM to a car stereo and the user-side audio (what you will hear in your car) is always going to be craptastic.<br /><br />4) (*UPDATE) When paired, voice recognition on my phone, which is usually quite good, becomes severely impaired. This is also likely the culprit for complaint #3, above. I suspect this is because when paired, it tries to use the built-in microphone for voice recognition instead of the microphones on my phone (of which there are 4). It is disabling the extremely good microphones in my phone (Nokia lumia Icon which is well known for having incredible audio input) and using the unit's crappy microphone instead. This microphone is located in the unit, which is attached to the center console of my car near the shifter, and thus picks up all the vibrations and related road and engine noise transmitted through the structure of the car as I drive. This approach is terrible. I have stopped using the unit for anything requiring voice input, including telephone calls. In other words, this is just a big awkward charger now, and one that charges painfully slowly (see complaint #2). If it were possible to disable the onboard mic, and use the mics in my phone instead for calls and voice recognition, this would be a much more serviceable unit As it is now, it is just a piece of junk.<br /><br />Cannot recommend this item. There are definitely worse products out there. I have not tried them all, but of those I have used, this is the best one so far. I will likely keep using it until the lack of automatic pairing pushes me over the edge with it one day and I get something else. (*UPDATE: this thing just does not work well, and I am now looking for something else.)",negative,negative
B078MHSGZN,5.0,"I don't know much about the technicalities about this laptop.  I have been using it and love it.  I have a great familiarity with Dell computers, so that recognition is helpful.  First of all,  the size.  This is small enough to take to the bedroom with me.  I can prop it up without it being cumbersome.<br /><br />The chrome is beautiful.  The feel is light.  I find the image quality is very good.  And,  I love the backlit keyboard.  Always helpful when keyboarding in the darken rooms.  The feel on the keyboard is not solid good feel like my Lenovo.  But,  I  am sure I can get used to it.  Getting use to Touch is another challenge.<br /><br /> I haven't figured out the face recognition sign on.  I thought it photographed me, but it keeps spinning.  So I used the alternative sign-on.  Speakers are ok, and not the greatest for music.  I can use the headphone for better sound.  There are not enough ports and I need to get an attachment for my hard drive.<br /><br />Love the Laptop!",positive,positive
B09TNDLWHB,5.0,"I work in live AV production, and usually keep a pair of Sony over-the-ear headphones in my gear bag for monitoring sound on location. Quality of the sound is important for concert and other live music gigs. But those big Sonys take up a lot of space, so I've been considering a good set of IEMs for a while now. In the past I haven't had good results from anything that wasn't a large over-the-ear set, and I have small ears that reject a lot of ear-bud style devices so I was excited to get a chance to try these out.<br /><br />Ok, to be fair, I don't have any other IEMs to compare this to, but I'm BLOWN AWAY at how incredible they sound at such a miniscule size. I put on the smallest tips for my ears and they actually stay in relatively well, and create the passive noise cancellation I was expecting but without being uncomfortable to wear for an extended period of time. But the range of sound reproduced was something I have only experienced in larger studio headphones!<br />A perk of IEMs versus larger headphones on jobs like mine are that I can pull out one so I can hear the sound around me while monitoring with my other ear (great if working with an audio engineer who needs to communicate with me on the job), and it comes with a pretty nifty case to wrap it up and slide into my bag. The case makes it bigger than it needs to be, but honestly this is so much less space than my old headphones took up, and keeps the cord from getting tangled. I love it!<br />For personal use, they sound great even on consumer equipment, but they really shine on devices that can drive the additional range such as my old LG V20 with it's Quad DAC built in (one of the reasons I keep that old device around!).<br />The price tag is a little steep for me personally, but my Sony headphones retail somewhere around this (I had bought them used), and I KNOW there are pricier options out there, so it seems to fit right into the audiophile equipment range.",positive,negative
B07TYRKXD2,4.0,"Pretty good speed and excellent storage. Screen is large and bright, speakers are excellent and it is lightweight. So nice to have access to a laptop again. I’m ok with it not being touch screen, but I wish it was a little faster",positive,positive
B07KW1TNSM,5.0,"I just wish it would tell you ""volume is maximum"" or something like that, because I wish they would go louder. I tried raising the volume and all I did was make the L headphone mono and I had to reset to make them stereo again. Otherwise the sound is wonderfully rich and clear. And noise cancelling is pretty good. Again, would be better if I could raise the volume. more.",positive,positive
B08BR677ND,4.0,"Wonderful replacement tips for my Shure Aonic 4. The sound is comfortable, and the feeling is soothing. They're not a perfect fit for the Shure, even though they're supposed to be compatible; the tips come off freely if pulled, but surprisingly they stay on when removing the earbuds from the within the ears.",positive,positive
B07YDM371X,4.0,"I like these headphones a lot, but they definitely aren’t noise canceling!",positive,positive
B09ZJ5WVCH,5.0,"[[VIDEOID:6295ef27257a86cbdd7a82ec5d1b45bc]] Haven’t tested these while swimming but I love the style overall.<br /><br />I am a big fan of the bone conducting style headphones.  They don’t sit in your ear but just outside. This is nice so that you can still hear the world around you - when I am walking my dog at night, I like that a lot. It makes sense to hear cars and people on the background.<br /><br />Overall they’re nice.",positive,positive
B09HQM8T5M,5.0,[[VIDEOID:b09788a2ba2e5aabd898aedd928e0741]] Love how this speaker changes color.  Definitely plan to use it at night when i can really see the colors change and react to the music.<br /><br />Pairing was straight forward and easy.  It took only a few seconds.<br /><br />It played music fine and sound quality seemed good.  The color changing is the really cool part though.,positive,positive
B09VDHXD8V,5.0,My husband love these headphones.,positive,positive
B00A4A1TYM,5.0,"I purchased this for two reasons.  First I wanted a memory card that I could use in my [[ASIN:B00966PFHW Philips DVT1000/00 2 GB Digital Voice Tracer with 2 Built-In Microphones Voice Recorder]].  Second I also wanted to copy and store many photos from my laptop on this card.  I was able to do both without losing the files associated with either system.<br /><br />Not only did this card work in both my Dell Inspiron 1720 with Windows Vista Service Pack 2 but it also worked fine in my [[ASIN:B00966PFHW Philips DVT1000/00 2 GB Digital Voice Tracer with 2 Built-In Microphones Voice Recorder]] (without the reader).<br /><br />Using my Dell's USB 2.0 port and the reader that came with the card, I was able to transfer 330 photo files (a total of 485 MB) in under three minutes which to me is extremely impressive.  What is also impressive is that this is so, so tiny.  I don't stay up on technology much any more, but if this got any smaller I would have to use a magnifying glass and tweezer just to remove the card from the reader and insert it into my recorder. The card has a nice indent in it so you can pull it out with your nail (that's if you have finger nails).<br /><br />I got this on gold box special for $26.99 instead of the current price of $68.24 and now I'm sorry I didn't buy two.  In summary this is fast, small, and portable memory with lots of storage!  Perhaps there's something better out there but I'm so satisfied I'm not looking!",positive,positive
B00GBATPIG,5.0,"Having recorded, mixed and mastered music for several years, true sound is crucial. These headphones are very inexpensive and you get more than your money's worth. The sound is uncolored by any kind of equalization and the clarity is impressive.<br />Highly recommended for project studio engineers or simply for everyday audio monitoring.",positive,positive
B003CFATNI,5.0,Works like a champ,positive,positive
B0824VQQJ2,5.0,"I was somewhat disappointed w/the SOUND quality,but I suppose one can't expect to much from a tiny ear plug type headphone!!! Otherwise I absolutely love every single feature one these little ""bad boys"".",positive,positive
B0B7X8MCLZ,5.0,Seem like nice earbuds for the price.  I’d say quality matches the price of these<br /><br />It’s easy to use.  They’re very small and comparable in size to other earbuds I’ve used before<br /><br />They seem easy to setup and I like the case for keeping them organized when storing,positive,positive
B07SJJCFWT,5.0,"This surround sound system is awesome and is the perfect fit for your home entertainment center! So easy to install and once set up properly the sound for both tv and music is AMAZING! The remote is so easy to use too!! Please note: The subwoofer has it’s own power cord so plugs in directly to wall. Also, to use the music cast feature you need to have your own wireless speakers set up through your home.",positive,positive
B0010CX798,4.0,"I use this cable to connect a pair of stereo headphones to my receiver, so I can wander around my study while still listening to music and other content. It works well for this purpose, there is minimal attenuation. The cable is sturdy and heavy enough not  to get too tangled on things (including itself) and the connector seems to hold quite securely. No problems, despite it being kicked and pulled around corners for a few weeks.<br /><br />Would recommend.",positive,positive
